timestamp,strategy_nav,buy_hold_nav,cash_nav
2026-07-22T11:20:01.684270+00:00,9990.00999000999,9990.00999000999,10000.0
2026-07-22T11:20:06.761515+00:00,9991.756717246772,9991.756717246772,10000.0
2026-07-22T11:21:11.507160+00:00,10000.432590286373,10000.432590286373,10000.0
2026-07-22T11:22:16.174026+00:00,10003.750996214883,10003.750996214883,10000.0
2026-07-22T11:23:20.565600+00:00,10005.894530769785,10005.894530769785,10000.0
2026-07-22T11:24:25.039930+00:00,10006.77114381791,10006.77114381791,10000.0
2026-07-22T11:25:30.249035+00:00,10006.75488142572,10006.75488142572,10000.0
2026-07-22T11:26:36.755805+00:00,10004.330309956134,10004.330309956134,10000.0
2026-07-22T11:27:42.679172+00:00,10000.17088906979,10000.17088906979,10000.0
2026-07-22T11:28:47.957286+00:00,9997.103830487282,9997.103830487282,10000.0
2026-07-22T11:29:53.230468+00:00,9998.665896827792,9998.665896827792,10000.0
2026-07-22T11:30:57.920828+00:00,9995.40107743094,9995.40107743094,10000.0
2026-07-22T11:32:02.205339+00:00,9998.404240382213,9998.404240382213,10000.0
2026-07-22T11:33:06.997208+00:00,10000.300459502667,10000.300459502667,10000.0
2026-07-22T11:34:11.315290+00:00,10001.577261420374,10001.577261420374,10000.0
2026-07-22T11:35:15.479261+00:00,9999.234174740814,9999.239041606084,10000.0
2026-07-22T11:36:20.914419+00:00,9998.483474440745,9998.48922839058,10000.0
2026-07-22T11:37:25.987819+00:00,9996.368875489397,9996.374009585901,10000.0
2026-07-22T11:38:30.122619+00:00,9992.566653738242,9992.572100983945,10000.0
2026-07-22T11:39:34.901481+00:00,9994.070674312992,9994.075299009346,10000.0
2026-07-22T11:40:39.380616+00:00,9990.065911196354,9990.07115933974,10000.0
2026-07-22T11:41:43.943104+00:00,9984.93349811238,9984.939038000924,10000.0
2026-07-22T11:42:49.376998+00:00,9977.77178505438,9977.777494446971,10000.0
2026-07-22T11:43:54.339040+00:00,9977.122131486529,9977.127681599446,10000.0
2026-07-22T11:44:59.711028+00:00,9976.929577445228,9976.934641788106,10000.0
2026-07-22T11:46:04.421274+00:00,9977.628847816013,9977.633204864609,10000.0
2026-07-22T11:47:09.318880+00:00,9982.06385511977,9982.06915596853,10000.0
2026-07-22T11:48:13.931297+00:00,9991.080841381428,9991.085954349444,10000.0
2026-07-22T11:49:18.251200+00:00,9992.456445924174,9992.460498911238,10000.0
2026-07-22T11:50:23.198494+00:00,9988.43906379368,9988.443697779061,10000.0
2026-07-22T11:51:28.282362+00:00,9991.532736993058,9991.536556866586,10000.0
2026-07-22T11:52:32.925177+00:00,9989.175895762903,9989.180558622189,10000.0
2026-07-22T11:53:37.703578+00:00,9990.137413936312,9990.141919124108,10000.0
2026-07-22T11:54:42.566347+00:00,9990.951916919073,9990.95621306535,10000.0
2026-07-22T11:55:46.918834+00:00,9991.19074079052,9991.194656574788,10000.0
2026-07-22T11:56:51.539486+00:00,9988.741842529875,9988.745945785262,10000.0
2026-07-22T11:57:55.911280+00:00,9991.001456521504,9991.004389375044,10000.0
2026-07-22T11:59:00.507425+00:00,9990.581938849573,9990.584511745223,10000.0
2026-07-22T12:00:05.122328+00:00,9990.678007235148,9990.680463299836,10000.0
