timestamp,strategy_nav,buy_hold_nav,cash_nav
2026-07-22T11:19:59.533818+00:00,9990.00999000999,9990.00999000999,10000.0
2026-07-22T11:20:05.087798+00:00,9992.229239572214,9992.229239572214,10000.0
2026-07-22T11:21:09.806318+00:00,10000.87743125931,10000.87743125931,10000.0
2026-07-22T11:22:15.460069+00:00,10004.439404309334,10004.439404309334,10000.0
2026-07-22T11:23:20.790109+00:00,10006.628775371371,10006.628775371371,10000.0
2026-07-22T11:24:25.894099+00:00,10007.567246767334,10007.567246767334,10000.0
2026-07-22T11:25:30.808187+00:00,10007.572957828837,10007.572957828837,10000.0
2026-07-22T11:26:36.993316+00:00,10004.997090636145,10004.997090636145,10000.0
2026-07-22T11:27:41.837602+00:00,10000.837456528392,10000.837456528392,10000.0
2026-07-22T11:28:46.827437+00:00,9997.641393475831,9997.641393475831,10000.0
2026-07-22T11:29:52.308048+00:00,9999.272309581338,9999.272309581338,10000.0
2026-07-22T11:30:57.748543+00:00,9996.067420063424,9996.067420063424,10000.0
2026-07-22T11:32:02.688002+00:00,9999.2088494087,9999.2088494087,10000.0
2026-07-22T11:33:07.946881+00:00,10000.97342947037,10000.97342947037,10000.0
2026-07-22T11:34:11.966147+00:00,10002.244024642356,10002.244024642356,10000.0
2026-07-22T11:35:16.363762+00:00,9999.905497036405,9999.905497036405,10000.0
2026-07-22T11:36:21.421072+00:00,9999.155595060396,9999.155595060396,10000.0
2026-07-22T11:37:26.450344+00:00,9996.930136718325,9996.930136718325,10000.0
2026-07-22T11:38:30.599674+00:00,9993.237882006084,9993.237882006084,10000.0
2026-07-22T11:39:34.673643+00:00,9994.741127311278,9994.741127311278,10000.0
2026-07-22T11:40:39.363622+00:00,9990.597648860767,9990.597648860767,10000.0
2026-07-22T11:41:44.197393+00:00,9985.714384083736,9985.714384083736,10000.0
2026-07-22T11:42:50.269747+00:00,9976.920740424457,9976.920740424457,10000.0
2026-07-22T11:43:54.589559+00:00,9977.79249183635,9977.79249183635,10000.0
